,Id,Label,CDR3Length,cloneID,V_Gene,J_Gene
0,4503389,4503389,78,1023619,IGHV1-8,IGHV1-8
1,4503417,4503417,78,1023617,IGHV1-8,IGHV1-8
2,4517630,4517630,78,1038268,IGHV4-34,IGHV4-34
3,4517642,4517642,78,1038268,IGHV4-34,IGHV4-34
4,4517647,4517647,78,1038268,IGHV4-34,IGHV4-34
5,4517655,4517655,78,1038268,IGHV4-34,IGHV4-34
6,4517658,4517658,78,1038268,IGHV4-34,IGHV4-34
7,4529964,4529964,78,1041604,IGHV4-39,IGHV4-39
8,4529968,4529968,78,1041604,IGHV4-39,IGHV4-39
9,4529982,4529982,78,1041604,IGHV4-39,IGHV4-39
10,4536641,4536641,78,1044090,IGHV4-34,IGHV4-34
11,4548623,4548623,78,1037047,IGHV4-34,IGHV4-34
12,4548631,4548631,78,1037014,IGHV4-34,IGHV4-34
13,4551610,4551610,78,1017585,IGHV1-18,IGHV1-18
14,4556741,4556741,78,1022687,IGHV1-69,IGHV1-69
15,4556747,4556747,78,1023619,IGHV1-69,IGHV1-69
16,4587038,4587038,78,1044090,IGHV4-59,IGHV4-59
17,4587527,4587527,78,1034451,IGHV3-30|3-30-5,IGHV3-30|3-30-5
18,4591896,4591896,78,1041604,IGHV4-38-2,IGHV4-38-2
19,4593506,4593506,78,1024427,IGHV2-5,IGHV2-5
20,4603100,4603100,78,1020267,IGHV1-3,IGHV1-3
21,4607106,4607106,78,1038277,IGHV4-59,IGHV4-59
22,4613323,4613323,78,1039045,IGHV4-34,IGHV4-34
23,4626182,4626182,78,1038666,IGHV4-34,IGHV4-34
24,4626241,4626241,78,1038689,IGHV4-34,IGHV4-34
25,4676530,4676530,78,1037056,IGHV4-34,IGHV4-34
26,4676545,4676545,78,1037078,IGHV4-34,IGHV4-34
27,4677147,4677147,78,1018531,IGHV1-18,IGHV1-18
28,4689852,4689852,78,1024103,IGHV2-5,IGHV2-5
29,4705146,4705146,78,1044694,IGHV4-61,IGHV4-61
30,4768049,4768049,78,1038719,IGHV4-39,IGHV4-39
31,4792930,4792930,78,1038719,IGHV4-38-2,IGHV4-38-2
32,4798277,4798277,78,1023858,IGHV2-26,IGHV2-26
33,4801844,4801844,78,1038719,IGHV4-34,IGHV4-34
34,4801863,4801863,78,1038734,IGHV4-34,IGHV4-34
35,4801866,4801866,78,1038719,IGHV4-34,IGHV4-34
36,4803398,4803398,78,1040753,IGHV4-39,IGHV4-39
37,4803754,4803754,78,1037065,IGHV4-38-2,IGHV4-38-2
38,4818458,4818458,78,1030836,IGHV3-30|3-30-5,IGHV3-30|3-30-5
39,4821432,4821432,78,1035807,IGHV4-39,IGHV4-39
40,4863716,4863716,78,1036074,IGHV4-34,IGHV4-34
41,4866031,4866031,78,1038588,IGHV4-34,IGHV4-34
42,4866039,4866039,78,1038613,IGHV4-34,IGHV4-34
43,4866060,4866060,78,1038613,IGHV4-34,IGHV4-34
44,4876492,4876492,78,1037056,IGHV4-34,IGHV4-34
45,4876494,4876494,78,1037014,IGHV4-34,IGHV4-34
46,4876495,4876495,78,1037014,IGHV4-34,IGHV4-34
47,4876500,4876500,78,1037014,IGHV4-34,IGHV4-34
48,4897454,4897454,78,1038275,IGHV4-34,IGHV4-34
49,4897465,4897465,78,1038277,IGHV4-34,IGHV4-34
50,4905386,4905386,78,1023908,IGHV2-5,IGHV2-5
51,4906989,4906989,78,1023614,IGHV1-8,IGHV1-8
52,4907194,4907194,78,1035807,IGHV4-34,IGHV4-34
53,4916084,4916084,78,1038613,IGHV4-39,IGHV4-39
54,4918040,4918040,78,1033624,IGHV3-7,IGHV3-7
55,4923440,4923440,78,1021668,IGHV1-69,IGHV1-69
56,4928585,4928585,78,1035807,IGHV4-59,IGHV4-59
57,4967377,4967377,78,1038734,IGHV4-34,IGHV4-34
58,5009443,5009443,78,1035927,IGHV4-34,IGHV4-34
59,5019197,5019197,78,1039045,IGHV4-59,IGHV4-59
60,5021466,5021466,78,1035807,IGHV4-34,IGHV4-34
61,5021480,5021480,78,1035807,IGHV4-34,IGHV4-34
62,5028106,5028106,78,1043857,IGHV4-34,IGHV4-34
63,5037313,5037313,78,1017716,IGHV1-18,IGHV1-18
64,5038333,5038333,78,1026226,IGHV3-20,IGHV3-20
65,5052514,5052514,78,1042738,IGHV4-59,IGHV4-59
66,5126406,5126406,78,1022700,IGHV1-69,IGHV1-69
67,5126417,5126417,78,1022704,IGHV1-69,IGHV1-69
68,5140317,5140317,78,1038264,IGHV4-34,IGHV4-34
69,5141084,5141084,78,1027533,IGHV3-23|3-23D,IGHV3-23|3-23D
70,5147287,5147287,78,1042738,IGHV4-34,IGHV4-34
71,5153711,5153711,78,1034451,IGHV3-9,IGHV3-9
