,Id,Label,CDR3Length,cloneID,V_Gene,J_Gene
0,6361422,6361422,78,1118022,IGHV4-34,IGHV4-34
1,6370263,6370263,78,1123006,IGHV4-59,IGHV4-59
2,6370266,6370266,78,1119671,IGHV4-59,IGHV4-59
3,6373131,6373131,78,1115443,IGHV3-48,IGHV3-48
4,6373141,6373141,78,1115443,IGHV3-48,IGHV3-48
5,6373156,6373156,78,1115443,IGHV3-48,IGHV3-48
6,6386056,6386056,78,1109983,IGHV1-46,IGHV1-46
7,6394930,6394930,78,1108873,IGHV1-18,IGHV1-18
8,6394946,6394946,78,1110616,IGHV1-69,IGHV1-69
9,6395916,6395916,78,1114998,IGHV3-43,IGHV3-43
10,6397075,6397075,78,1115443,IGHV3-21,IGHV3-21
11,6398842,6398842,78,1108402,IGHV1-18,IGHV1-18
12,6399898,6399898,78,1114083,IGHV3-30|3-30-5,IGHV3-30|3-30-5
13,6400769,6400769,78,1115443,IGHV3-7,IGHV3-7
14,6408553,6408553,78,1115443,IGHV3-9,IGHV3-9
15,6408560,6408560,78,1115443,IGHV3-9,IGHV3-9
16,6421504,6421504,78,1123029,IGHV4-39,IGHV4-39
17,6423887,6423887,78,1108952,IGHV1-18,IGHV1-18
18,6423890,6423890,78,1108946,IGHV1-18,IGHV1-18
19,6426432,6426432,78,1109271,IGHV1-3,IGHV1-3
20,6426532,6426532,78,1119503,IGHV4-39,IGHV4-39
21,6427947,6427947,78,1115610,IGHV3-49,IGHV3-49
22,6428475,6428475,78,1123029,IGHV4-38-2,IGHV4-38-2
23,6428832,6428832,78,1115443,IGHV3-7,IGHV3-7
24,6430067,6430067,78,1123029,IGHV4-59,IGHV4-59
25,6430263,6430263,78,1123029,IGHV4-34,IGHV4-34
26,6434853,6434853,78,1121137,IGHV4-4,IGHV4-4
27,6436628,6436628,78,1115037,IGHV3-43D,IGHV3-43D
28,6438831,6438831,78,1115443,IGHV3-23,IGHV3-23
29,6439464,6439464,78,1115443,IGHV3-43D,IGHV3-43D
30,6455798,6455798,78,1124104,IGHV7-4-1,IGHV7-4-1
31,6464288,6464288,78,1123044,IGHV4-59,IGHV4-59
32,6466839,6466839,78,1118012,IGHV4-34,IGHV4-34
33,6469230,6469230,78,1110601,IGHV1-69,IGHV1-69
34,6473843,6473843,78,1115443,IGHV3-74,IGHV3-74
35,6501980,6501980,78,1115443,IGHV3-48,IGHV3-48
36,6501988,6501988,78,1115443,IGHV3-48,IGHV3-48
37,6506076,6506076,78,1115443,IGHV3-21,IGHV3-21
38,6508936,6508936,78,1113344,IGHV3-23|3-23D,IGHV3-23|3-23D
39,6511034,6511034,78,1109993,IGHV1-46,IGHV1-46
40,6511257,6511257,78,1122780,IGHV4-59,IGHV4-59
41,6513452,6513452,78,1116070,IGHV3-7,IGHV3-7
42,6527294,6527294,78,1124102,IGHV7-4-1,IGHV7-4-1
43,6532868,6532868,78,1123742,IGHV5-51,IGHV5-51
44,6532871,6532871,78,1123737,IGHV5-51,IGHV5-51
45,6534125,6534125,78,1108959,IGHV1-18,IGHV1-18
46,6539185,6539185,78,1123017,IGHV4-59,IGHV4-59
47,6549821,6549821,78,1118244,IGHV4-34,IGHV4-34
48,6554816,6554816,78,1123520,IGHV5-51,IGHV5-51
49,6555694,6555694,78,1116578,IGHV3-74,IGHV3-74
50,6556906,6556906,78,1122165,IGHV4-59,IGHV4-59
51,6558739,6558739,78,1110120,IGHV1-69,IGHV1-69
52,6563497,6563497,78,1113941,IGHV3-23|3-23D,IGHV3-23|3-23D
53,6576254,6576254,78,1123513,IGHV5-51,IGHV5-51
54,6598092,6598092,78,1110619,IGHV1-69,IGHV1-69
