,source,target,part,nuc_with_order_similarity,nuc_without_order_similarity,amino_with_order_similarity,amino_without_order_similarity,nuc_similarity,amino_similarity,total_similarity,uncertainty
0,4876494,5028106,FRM1,1.0,1.0,1.0,1.0000000000000004,1.0,1.0000000000000002,1.0,0.9615384615384616
1,4876494,5028106,CDR1,1.0,1.0,1.0,1.0000000000000004,1.0,1.0000000000000002,1.0,0.05555555555555555
2,4876494,5028106,FRM2,1.0,1.0,1.0,1.0000000000000004,1.0,1.0000000000000002,1.0,0.0
3,4876494,5028106,CDR2,0.9666666666666667,1.0,0.9,0.9841269841269844,0.9833333333333334,0.9420634920634923,0.9626984126984128,0.0
4,4876494,5028106,FRM3,0.9829059829059829,0.9375,0.9487179487179487,0.9959183673469392,0.9602029914529915,0.9723181580324439,0.9662605747427178,0.008547008547008548
5,4876494,5028106,CDR3,0.6410256410256411,0.7777777777777778,0.46153846153846156,0.9743589743589747,0.7094017094017094,0.7179487179487181,0.7136752136752138,0.01282051282051282
6,4876494,5028106,FRM4,1.0,1.0,1.0,1.0000000000000004,1.0,1.0000000000000002,1.0,0.0
7,4556741,4803398,FRM1,1.0,1.0,1.0,1.0000000000000004,1.0,1.0000000000000002,1.0,0.9615384615384616
8,4556741,4803398,CDR1,0.6388888888888888,0.8,0.5833333333333334,0.9576719576719579,0.7194444444444444,0.7705026455026456,0.7449735449735451,0.05555555555555555
9,4556741,4803398,FRM2,0.7450980392156863,1.0,0.5882352941176471,0.9775910364145657,0.8725490196078431,0.7829131652661063,0.8277310924369747,0.0
10,4556741,4803398,CDR2,0.6666666666666666,1.0,0.5,0.9464285714285714,0.8333333333333333,0.7232142857142857,0.7782738095238095,0.0
11,4556741,4803398,FRM3,0.7264957264957265,0.8461538461538461,0.48717948717948717,0.9729729729729729,0.7863247863247863,0.73007623007623,0.7582005082005081,0.0
12,4556741,4803398,CDR3,0.7051282051282052,0.7916666666666667,0.5769230769230769,0.9761904761904765,0.7483974358974359,0.7765567765567767,0.7624771062271063,0.0
13,4556741,4803398,FRM4,0.8214285714285714,1.0,0.7777777777777778,0.9841269841269846,0.9107142857142857,0.8809523809523812,0.8958333333333335,0.07142857142857142
14,4676530,4798277,FRM1,1.0,1.0,1.0,1.0000000000000004,1.0,1.0000000000000002,1.0,0.9615384615384616
15,4676530,4798277,CDR1,0.5555555555555556,0.5,0.4166666666666667,0.9583333333333333,0.5277777777777778,0.6875,0.6076388888888888,0.05555555555555555
16,4676530,4798277,FRM2,0.8431372549019608,0.8333333333333334,0.7058823529411765,0.9719887955182076,0.8382352941176471,0.838935574229692,0.8385854341736696,0.0
