,Id,Label,CDR3Length,cloneID,V_Gene,J_Gene
0,2970,2970,78,834782,IGHV3-30-3,IGHV3-30-3
1,2977,2977,78,834782,IGHV3-30-3,IGHV3-30-3
2,2989,2989,78,834782,IGHV3-30-3,IGHV3-30-3
3,23458,23458,78,833868,IGHV3-11,IGHV3-11
4,31126,31126,78,838440,IGHV5-51,IGHV5-51
5,31131,31131,78,838440,IGHV5-51,IGHV5-51
6,31138,31138,78,838440,IGHV5-51,IGHV5-51
7,35693,35693,78,833868,IGHV3-21,IGHV3-21
8,35736,35736,78,833868,IGHV3-21,IGHV3-21
9,59962,59962,78,838238,IGHV4-61,IGHV4-61
10,59966,59966,78,838238,IGHV4-61,IGHV4-61
11,64095,64095,78,833868,IGHV3-33,IGHV3-33
12,71573,71573,78,834782,IGHV3-30|3-33,IGHV3-30|3-33
13,73750,73750,78,833868,IGHV3-23|3-23D,IGHV3-23|3-23D
14,74864,74864,78,833868,IGHV3-30-3,IGHV3-30-3
15,79454,79454,78,833868,IGHV3-21,IGHV3-21
16,80917,80917,78,834782,IGHV3-33,IGHV3-33
17,83150,83150,78,835639,IGHV3-49,IGHV3-49
18,83367,83367,78,834782,IGHV3-30,IGHV3-30
19,85696,85696,78,833868,IGHV3-48,IGHV3-48
20,86714,86714,78,838238,IGHV4-4,IGHV4-4
21,88604,88604,78,833868,IGHV3-21,IGHV3-21
22,90871,90871,78,834782,IGHV3-74,IGHV3-74
23,129632,129632,78,833243,IGHV3-11,IGHV3-11
24,140532,140532,78,833867,IGHV3-74,IGHV3-74
25,153751,153751,78,833867,IGHV3-21,IGHV3-21
26,153766,153766,78,833867,IGHV3-21,IGHV3-21
27,153802,153802,78,833867,IGHV3-21,IGHV3-21
28,158226,158226,78,833243,IGHV3-48,IGHV3-48
29,164144,164144,78,833867,IGHV3-7,IGHV3-7
30,164315,164315,78,837439,IGHV4-39,IGHV4-39
31,249116,249116,78,832784,IGHV1-69,IGHV1-69
32,249120,249120,78,832784,IGHV1-69,IGHV1-69
33,334161,334161,78,838115,IGHV4-59,IGHV4-59
