,Id,Label,CDR3Length,cloneID,V_Gene,J_Gene
0,2911537,2911537,78,928317,IGHV1-69,IGHV1-69
1,2927122,2927122,78,955573,IGHV4-38-2,IGHV4-38-2
2,2936950,2936950,78,954247,IGHV4-34,IGHV4-34
3,2949315,2949315,78,922244,IGHV1-18,IGHV1-18
4,2949353,2949353,78,922244,IGHV1-18,IGHV1-18
5,2950227,2950227,78,945935,IGHV3-48,IGHV3-48
6,2954795,2954795,78,933436,IGHV3-9,IGHV3-9
7,2955315,2955315,78,952395,IGHV4-34,IGHV4-34
8,2962603,2962603,78,937882,IGHV3-23|3-23D,IGHV3-23|3-23D
9,2962609,2962609,78,937858,IGHV3-23|3-23D,IGHV3-23|3-23D
10,2963502,2963502,78,961807,IGHV7-4-1,IGHV7-4-1
11,2969156,2969156,78,936921,IGHV3-23|3-23D,IGHV3-23|3-23D
12,2974586,2974586,78,932457,IGHV3-11,IGHV3-11
13,2977003,2977003,78,930790,IGHV2-5,IGHV2-5
14,2979050,2979050,78,944513,IGHV3-33,IGHV3-33
15,2980497,2980497,78,952395,IGHV4-39,IGHV4-39
16,2983648,2983648,78,954247,IGHV4-59,IGHV4-59
17,2985542,2985542,78,953544,IGHV4-34,IGHV4-34
18,2991451,2991451,78,953275,IGHV4-34,IGHV4-34
19,2993511,2993511,78,933436,IGHV3-20,IGHV3-20
20,3003998,3003998,78,955573,IGHV4-39,IGHV4-39
21,3005435,3005435,78,946787,IGHV3-53,IGHV3-53
22,3005447,3005447,78,952155,IGHV4-34,IGHV4-34
23,3041925,3041925,78,929924,IGHV1-8,IGHV1-8
24,3041930,3041930,78,929924,IGHV1-8,IGHV1-8
25,3041934,3041934,78,929947,IGHV1-8,IGHV1-8
26,3073563,3073563,78,956846,IGHV4-39,IGHV4-39
27,3084904,3084904,78,922236,IGHV1-18,IGHV1-18
28,3089447,3089447,78,961377,IGHV5-51,IGHV5-51
29,3092364,3092364,78,954151,IGHV4-34,IGHV4-34
30,3092372,3092372,78,957029,IGHV4-34,IGHV4-34
31,3093895,3093895,78,961810,IGHV7-4-1,IGHV7-4-1
32,3094108,3094108,78,949996,IGHV3-9,IGHV3-9
33,3094110,3094110,78,949994,IGHV3-9,IGHV3-9
34,3105473,3105473,78,955700,IGHV4-39,IGHV4-39
35,3106121,3106121,78,944540,IGHV3-33,IGHV3-33
36,3107611,3107611,78,922236,IGHV1-3,IGHV1-3
37,3108626,3108626,78,933339,IGHV3-15,IGHV3-15
38,3110235,3110235,78,941931,IGHV3-30|3-30-5,IGHV3-30|3-30-5
39,3115209,3115209,78,956846,IGHV4-34,IGHV4-34
