,Id,Label,CDR3Length,cloneID,V_Gene,J_Gene
0,1077409,1077409,78,861540,IGHV1-2,IGHV1-2
1,1077418,1077418,78,861531,IGHV1-2,IGHV1-2
2,1077424,1077424,78,861540,IGHV1-2,IGHV1-2
3,1077513,1077513,78,861531,IGHV1-2,IGHV1-2
4,1077520,1077520,78,861531,IGHV1-2,IGHV1-2
5,1077521,1077521,78,861540,IGHV1-2,IGHV1-2
6,1077692,1077692,78,861540,IGHV1-2,IGHV1-2
7,1107902,1107902,78,864464,IGHV4-59,IGHV4-59
8,1107904,1107904,78,864464,IGHV4-59,IGHV4-59
9,1107906,1107906,78,864464,IGHV4-59,IGHV4-59
10,1107908,1107908,78,864464,IGHV4-59,IGHV4-59
11,1107910,1107910,78,864464,IGHV4-59,IGHV4-59
12,1107911,1107911,78,864464,IGHV4-59,IGHV4-59
13,1107913,1107913,78,864464,IGHV4-59,IGHV4-59
14,1107914,1107914,78,864464,IGHV4-59,IGHV4-59
15,1107915,1107915,78,864464,IGHV4-59,IGHV4-59
16,1107920,1107920,78,864464,IGHV4-59,IGHV4-59
17,1107925,1107925,78,864464,IGHV4-59,IGHV4-59
18,1107926,1107926,78,864464,IGHV4-59,IGHV4-59
19,1107933,1107933,78,864464,IGHV4-59,IGHV4-59
20,1107935,1107935,78,864464,IGHV4-59,IGHV4-59
21,1107936,1107936,78,864464,IGHV4-59,IGHV4-59
22,1107939,1107939,78,864464,IGHV4-59,IGHV4-59
23,1107946,1107946,78,864464,IGHV4-59,IGHV4-59
24,1107951,1107951,78,864464,IGHV4-59,IGHV4-59
25,1107953,1107953,78,864464,IGHV4-59,IGHV4-59
26,1107956,1107956,78,864464,IGHV4-59,IGHV4-59
27,1107957,1107957,78,864464,IGHV4-59,IGHV4-59
28,1107965,1107965,78,864464,IGHV4-59,IGHV4-59
29,1107967,1107967,78,864464,IGHV4-59,IGHV4-59
30,1107969,1107969,78,864464,IGHV4-59,IGHV4-59
31,1107970,1107970,78,864464,IGHV4-59,IGHV4-59
32,1107973,1107973,78,864464,IGHV4-59,IGHV4-59
33,1107980,1107980,78,864464,IGHV4-59,IGHV4-59
34,1107982,1107982,78,864464,IGHV4-59,IGHV4-59
35,1107988,1107988,78,864464,IGHV4-59,IGHV4-59
36,1107995,1107995,78,864464,IGHV4-59,IGHV4-59
37,1107998,1107998,78,864464,IGHV4-59,IGHV4-59
38,1107999,1107999,78,864464,IGHV4-59,IGHV4-59
39,1108001,1108001,78,864464,IGHV4-59,IGHV4-59
40,1108002,1108002,78,864464,IGHV4-59,IGHV4-59
41,1108009,1108009,78,864464,IGHV4-59,IGHV4-59
42,1108010,1108010,78,864464,IGHV4-59,IGHV4-59
43,1108013,1108013,78,864464,IGHV4-59,IGHV4-59
44,1108019,1108019,78,864464,IGHV4-59,IGHV4-59
45,1108023,1108023,78,864464,IGHV4-59,IGHV4-59
46,1108029,1108029,78,864464,IGHV4-59,IGHV4-59
47,1108046,1108046,78,864464,IGHV4-59,IGHV4-59
48,1108048,1108048,78,864464,IGHV4-59,IGHV4-59
49,1108053,1108053,78,864464,IGHV4-59,IGHV4-59
50,1108058,1108058,78,864464,IGHV4-59,IGHV4-59
51,1108069,1108069,78,864464,IGHV4-59,IGHV4-59
52,1108070,1108070,78,864464,IGHV4-59,IGHV4-59
53,1108072,1108072,78,864464,IGHV4-59,IGHV4-59
54,1108089,1108089,78,864464,IGHV4-59,IGHV4-59
55,1108090,1108090,78,864464,IGHV4-59,IGHV4-59
56,1108094,1108094,78,864464,IGHV4-59,IGHV4-59
57,1108095,1108095,78,864464,IGHV4-59,IGHV4-59
58,1108101,1108101,78,864464,IGHV4-59,IGHV4-59
59,1108113,1108113,78,864464,IGHV4-59,IGHV4-59
60,1108119,1108119,78,864464,IGHV4-59,IGHV4-59
61,1108124,1108124,78,864464,IGHV4-59,IGHV4-59
62,1108125,1108125,78,864464,IGHV4-59,IGHV4-59
63,1108130,1108130,78,864464,IGHV4-59,IGHV4-59
64,1108134,1108134,78,864464,IGHV4-59,IGHV4-59
65,1108135,1108135,78,864464,IGHV4-59,IGHV4-59
66,1108140,1108140,78,864464,IGHV4-59,IGHV4-59
67,1108141,1108141,78,864464,IGHV4-59,IGHV4-59
68,1108156,1108156,78,864464,IGHV4-59,IGHV4-59
69,1108164,1108164,78,864464,IGHV4-59,IGHV4-59
70,1108167,1108167,78,864464,IGHV4-59,IGHV4-59
71,1108173,1108173,78,864464,IGHV4-59,IGHV4-59
72,1108174,1108174,78,864464,IGHV4-59,IGHV4-59
73,1108176,1108176,78,864464,IGHV4-59,IGHV4-59
74,1108185,1108185,78,864464,IGHV4-59,IGHV4-59
75,1108186,1108186,78,864464,IGHV4-59,IGHV4-59
76,1108198,1108198,78,864464,IGHV4-59,IGHV4-59
77,1108199,1108199,78,864464,IGHV4-59,IGHV4-59
78,1108200,1108200,78,864464,IGHV4-59,IGHV4-59
79,1108206,1108206,78,864464,IGHV4-59,IGHV4-59
80,1108207,1108207,78,864464,IGHV4-59,IGHV4-59
81,1108208,1108208,78,864464,IGHV4-59,IGHV4-59
82,1108209,1108209,78,864464,IGHV4-59,IGHV4-59
83,1108228,1108228,78,864464,IGHV4-59,IGHV4-59
84,1108229,1108229,78,864464,IGHV4-59,IGHV4-59
85,1108237,1108237,78,864464,IGHV4-59,IGHV4-59
86,1108238,1108238,78,864464,IGHV4-59,IGHV4-59
87,1108239,1108239,78,864464,IGHV4-59,IGHV4-59
88,1108241,1108241,78,864464,IGHV4-59,IGHV4-59
89,1108257,1108257,78,864464,IGHV4-59,IGHV4-59
90,1108277,1108277,78,864464,IGHV4-59,IGHV4-59
91,1108279,1108279,78,864464,IGHV4-59,IGHV4-59
92,1108281,1108281,78,864464,IGHV4-59,IGHV4-59
93,1108302,1108302,78,864464,IGHV4-59,IGHV4-59
94,1108323,1108323,78,864464,IGHV4-59,IGHV4-59
95,1108342,1108342,78,864464,IGHV4-59,IGHV4-59
96,1108349,1108349,78,864464,IGHV4-59,IGHV4-59
97,1108365,1108365,78,864464,IGHV4-59,IGHV4-59
98,1108366,1108366,78,864464,IGHV4-59,IGHV4-59
99,1108369,1108369,78,864464,IGHV4-59,IGHV4-59
100,1108375,1108375,78,864464,IGHV4-59,IGHV4-59
101,1108383,1108383,78,864464,IGHV4-59,IGHV4-59
102,1108393,1108393,78,864464,IGHV4-59,IGHV4-59
103,1108413,1108413,78,864464,IGHV4-59,IGHV4-59
104,1108415,1108415,78,864464,IGHV4-59,IGHV4-59
105,1108453,1108453,78,864464,IGHV4-59,IGHV4-59
106,1108473,1108473,78,864464,IGHV4-59,IGHV4-59
107,1108495,1108495,78,864464,IGHV4-59,IGHV4-59
108,1108502,1108502,78,864464,IGHV4-59,IGHV4-59
109,1108517,1108517,78,864464,IGHV4-59,IGHV4-59
110,1108522,1108522,78,864464,IGHV4-59,IGHV4-59
111,1108534,1108534,78,864464,IGHV4-59,IGHV4-59
112,1108535,1108535,78,864464,IGHV4-59,IGHV4-59
113,1108536,1108536,78,864464,IGHV4-59,IGHV4-59
114,1108544,1108544,78,864464,IGHV4-59,IGHV4-59
115,1108546,1108546,78,864464,IGHV4-59,IGHV4-59
116,1108548,1108548,78,864464,IGHV4-59,IGHV4-59
117,1112594,1112594,78,863981,IGHV4-34,IGHV4-34
118,1112843,1112843,78,864319,IGHV4-59,IGHV4-59
119,1112911,1112911,78,864319,IGHV4-59,IGHV4-59
120,1123417,1123417,78,864573,IGHV5-51,IGHV5-51
121,1125567,1125567,78,864464,IGHV4-61,IGHV4-61
122,1126391,1126391,78,864464,IGHV4-59,IGHV4-59
123,1128137,1128137,78,864464,IGHV4-59,IGHV4-59
124,1128607,1128607,78,864319,IGHV4-59,IGHV4-59
125,1128697,1128697,78,864319,IGHV4-59,IGHV4-59
126,1129427,1129427,78,864464,IGHV4-59,IGHV4-59
127,1129592,1129592,78,864464,IGHV4-34,IGHV4-34
128,1129616,1129616,78,864464,IGHV4-34,IGHV4-34
129,1131222,1131222,78,864464,IGHV4-59,IGHV4-59
130,1132146,1132146,78,864319,IGHV4-59,IGHV4-59
131,1132446,1132446,78,864464,IGHV4-59,IGHV4-59
132,1133438,1133438,78,864319,IGHV4-59,IGHV4-59
133,1133680,1133680,78,864464,IGHV4-59,IGHV4-59
134,1135383,1135383,78,864464,IGHV4-59,IGHV4-59
135,1136680,1136680,78,864464,IGHV4-59,IGHV4-59
136,1166731,1166731,78,862486,IGHV3-23|3-23D,IGHV3-23|3-23D
137,1169713,1169713,78,863600,IGHV3-7,IGHV3-7
138,1175796,1175796,78,863232,IGHV3-48,IGHV3-48
139,1183336,1183336,78,863397,IGHV3-53,IGHV3-53
140,1230110,1230110,78,862650,IGHV3-30-3,IGHV3-30-3
141,1234595,1234595,78,864464,IGHV4-59,IGHV4-59
142,1234597,1234597,78,864464,IGHV4-59,IGHV4-59
143,1234602,1234602,78,864464,IGHV4-59,IGHV4-59
